layer, level, fraction, repeat, accuracy
features.0, synapse, 0.0, 0, 0.8000999689102173
features.0, synapse, 0.1, 0, 0.7980999946594238
features.0, synapse, 0.2, 0, 0.7968999743461609
features.0, synapse, 0.3, 0, 0.7890999913215637
features.0, synapse, 0.4, 0, 0.7746999859809875
features.0, synapse, 0.5, 0, 0.7714999914169312
features.0, synapse, 0.6, 0, 0.7121999859809875
features.0, synapse, 0.7, 0, 0.7511000037193298
features.0, synapse, 0.8, 0, 0.5625
features.0, synapse, 0.9, 0, 0.47349998354911804
features.0, synapse, 1.0, 0, 0.04999999701976776
features.0, node, 0.0, 0, 0.8000999689102173
features.0, node, 0.1, 0, 0.7538999915122986
features.0, node, 0.2, 0, 0.7498999834060669
features.0, node, 0.3, 0, 0.6865999698638916
features.0, node, 0.4, 0, 0.6953999996185303
features.0, node, 0.5, 0, 0.6414999961853027
features.0, node, 0.6, 0, 0.5137999653816223
features.0, node, 0.7, 0, 0.4162999987602234
features.0, node, 0.8, 0, 0.18410000205039978
features.0, node, 0.9, 0, 0.23169998824596405
features.0, node, 1.0, 0, 0.04999999701976776
features.3, synapse, 0.0, 0, 0.8000999689102173
features.3, synapse, 0.1, 0, 0.801099956035614
features.3, synapse, 0.2, 0, 0.7967999577522278
features.3, synapse, 0.3, 0, 0.7981999516487122
features.3, synapse, 0.4, 0, 0.7971000075340271
features.3, synapse, 0.5, 0, 0.7899999618530273
features.3, synapse, 0.6, 0, 0.7890999913215637
features.3, synapse, 0.7, 0, 0.7838999629020691
features.3, synapse, 0.8, 0, 0.773099958896637
features.3, synapse, 0.9, 0, 0.7102000117301941
features.3, synapse, 1.0, 0, 0.04999999701976776
features.3, node, 0.0, 0, 0.8000999689102173
features.3, node, 0.1, 0, 0.795199990272522
features.3, node, 0.2, 0, 0.7852999567985535
features.3, node, 0.3, 0, 0.7653999924659729
features.3, node, 0.4, 0, 0.7706999778747559
features.3, node, 0.5, 0, 0.7475000023841858
features.3, node, 0.6, 0, 0.7383999824523926
features.3, node, 0.7, 0, 0.7120999693870544
features.3, node, 0.8, 0, 0.6222999691963196
features.3, node, 0.9, 0, 0.4438999891281128
features.3, node, 1.0, 0, 0.04999999701976776
features.6, synapse, 0.0, 0, 0.8000999689102173
features.6, synapse, 0.1, 0, 0.8000999689102173
features.6, synapse, 0.2, 0, 0.79749995470047
features.6, synapse, 0.3, 0, 0.8007999658584595
features.6, synapse, 0.4, 0, 0.7962999939918518
features.6, synapse, 0.5, 0, 0.7967999577522278
features.6, synapse, 0.6, 0, 0.7947999835014343
features.6, synapse, 0.7, 0, 0.7904999852180481
features.6, synapse, 0.8, 0, 0.7835999727249146
features.6, synapse, 0.9, 0, 0.7200999855995178
features.6, synapse, 1.0, 0, 0.04999999701976776
features.6, node, 0.0, 0, 0.8000999689102173
features.6, node, 0.1, 0, 0.7997999787330627
features.6, node, 0.2, 0, 0.7929999828338623
features.6, node, 0.3, 0, 0.7912999987602234
features.6, node, 0.4, 0, 0.7852999567985535
features.6, node, 0.5, 0, 0.7810999751091003
features.6, node, 0.6, 0, 0.7595999836921692
features.6, node, 0.7, 0, 0.7457999587059021
features.6, node, 0.8, 0, 0.6586999893188477
features.6, node, 0.9, 0, 0.5910999774932861
features.6, node, 1.0, 0, 0.04999999701976776
features.8, synapse, 0.0, 0, 0.8000999689102173
features.8, synapse, 0.1, 0, 0.8001999855041504
features.8, synapse, 0.2, 0, 0.8017999529838562
features.8, synapse, 0.3, 0, 0.7981999516487122
features.8, synapse, 0.4, 0, 0.7972999811172485
features.8, synapse, 0.5, 0, 0.7967000007629395
features.8, synapse, 0.6, 0, 0.793999969959259
features.8, synapse, 0.7, 0, 0.7864999771118164
features.8, synapse, 0.8, 0, 0.773099958896637
features.8, synapse, 0.9, 0, 0.689799964427948
features.8, synapse, 1.0, 0, 0.04999999701976776
features.8, node, 0.0, 0, 0.8000999689102173
features.8, node, 0.1, 0, 0.7967999577522278
features.8, node, 0.2, 0, 0.7864999771118164
features.8, node, 0.3, 0, 0.7709999680519104
features.8, node, 0.4, 0, 0.7608000040054321
features.8, node, 0.5, 0, 0.7613999843597412
features.8, node, 0.6, 0, 0.7168999910354614
features.8, node, 0.7, 0, 0.7113999724388123
features.8, node, 0.8, 0, 0.6222999691963196
features.8, node, 0.9, 0, 0.397599995136261
features.8, node, 1.0, 0, 0.04999999701976776
features.10, synapse, 0.0, 0, 0.8000999689102173
features.10, synapse, 0.1, 0, 0.7996000051498413
features.10, synapse, 0.2, 0, 0.799299955368042
features.10, synapse, 0.3, 0, 0.7976999878883362
features.10, synapse, 0.4, 0, 0.7943999767303467
features.10, synapse, 0.5, 0, 0.7920999526977539
features.10, synapse, 0.6, 0, 0.7856999635696411
features.10, synapse, 0.7, 0, 0.7735999822616577
features.10, synapse, 0.8, 0, 0.7461000084877014
features.10, synapse, 0.9, 0, 0.6396999955177307
features.10, synapse, 1.0, 0, 0.04999999701976776
features.10, node, 0.0, 0, 0.8000999689102173
features.10, node, 0.1, 0, 0.795699954032898
features.10, node, 0.2, 0, 0.7866999506950378
features.10, node, 0.3, 0, 0.7763999700546265
features.10, node, 0.4, 0, 0.7627999782562256
features.10, node, 0.5, 0, 0.7498999834060669
features.10, node, 0.6, 0, 0.724399983882904
features.10, node, 0.7, 0, 0.6872999668121338
features.10, node, 0.8, 0, 0.6237999796867371
features.10, node, 0.9, 0, 0.46789997816085815
features.10, node, 1.0, 0, 0.04999999701976776
classifier.1, synapse, 0.0, 0, 0.8000999689102173
classifier.1, synapse, 0.1, 0, 0.7978999614715576
classifier.1, synapse, 0.2, 0, 0.7999999523162842
classifier.1, synapse, 0.3, 0, 0.7973999977111816
classifier.1, synapse, 0.4, 0, 0.7942000031471252
classifier.1, synapse, 0.5, 0, 0.7920999526977539
classifier.1, synapse, 0.6, 0, 0.7890999913215637
classifier.1, synapse, 0.7, 0, 0.7827999591827393
classifier.1, synapse, 0.8, 0, 0.7633000016212463
classifier.1, synapse, 0.9, 0, 0.6890000104904175
classifier.1, synapse, 1.0, 0, 0.04999999701976776
classifier.1, node, 0.0, 0, 0.8000999689102173
classifier.1, node, 0.1, 0, 0.7985999584197998
classifier.1, node, 0.2, 0, 0.7967999577522278
classifier.1, node, 0.3, 0, 0.78329998254776
classifier.1, node, 0.4, 0, 0.7792999744415283
classifier.1, node, 0.5, 0, 0.7652999758720398
classifier.1, node, 0.6, 0, 0.7580999732017517
classifier.1, node, 0.7, 0, 0.7317000031471252
classifier.1, node, 0.8, 0, 0.6753999590873718
classifier.1, node, 0.9, 0, 0.5327999591827393
classifier.1, node, 1.0, 0, 0.04999999701976776
classifier.4, synapse, 0.0, 0, 0.8000999689102173
classifier.4, synapse, 0.1, 0, 0.7999999523162842
classifier.4, synapse, 0.2, 0, 0.7997999787330627
classifier.4, synapse, 0.3, 0, 0.7994999885559082
classifier.4, synapse, 0.4, 0, 0.7975999712944031
